Year,Export Amount,Export Value
2012,2.5,مليون دولار
2013,2.4,مليون دولار
2014,2.7,مليون دولار
2015,3.8,مليون دولار
2016,3.3,مليون دولار
2017,3.9,مليون دولار
2018,3.9,مليون دولار
2019,3.8,مليون دولار
2020,2.9,مليون دولار
2021,4.3,مليون دولار
2022,1.2,مليون دولار
