Year,Export Amount,Export Value
2012,30.7,مليون دولار
2013,152.3,مليون دولار
2014,393.0,مليون دولار
2015,244.7,مليون دولار
2016,94.9,مليون دولار
2017,70.1,مليون دولار
2018,24.2,مليون دولار
2019,726.7,مليون دولار
2020,347.1,مليون دولار
2021,2.0,مليار دولار
2022,34.0,مليون دولار
