Year,Export Amount,Export Value
2012,53.8,مليون دولار
2013,87.9,مليون دولار
2014,142.8,مليون دولار
2015,141.6,مليون دولار
2016,132.8,مليون دولار
2017,165.6,مليون دولار
2018,112.0,مليون دولار
2019,149.8,مليون دولار
2020,161.6,مليون دولار
2021,264.4,مليون دولار
2022,51.4,مليون دولار
