Year,Export Amount,Export Value
2012,14.3,مليون دولار
2013,10.5,مليون دولار
2014,18.2,مليون دولار
2015,17.4,مليون دولار
2016,29.5,مليون دولار
2017,40.5,مليون دولار
2018,26.1,مليون دولار
2019,33.3,مليون دولار
2020,20.0,مليون دولار
2021,33.2,مليون دولار
2022,5.9,مليون دولار
