Year,Export Amount,Export Value
2012,17.7,ألف دولار
2013,118.7,ألف دولار
2014,205.3,ألف دولار
2015,83.5,ألف دولار
2016,273.8,ألف دولار
2017,434.0,ألف دولار
2018,592.7,ألف دولار
2019,1.7,مليون دولار
2020,1.3,مليون دولار
2021,1.7,مليون دولار
2022,364.6,ألف دولار
