Year,Export Amount,Export Value
2012,4.9,مليون دولار
2013,2.9,مليون دولار
2014,1.1,مليون دولار
2015,653.1,ألف دولار
2016,664.1,ألف دولار
2017,1.4,مليون دولار
2018,2.4,مليون دولار
2019,2.4,مليون دولار
2020,4.7,مليون دولار
2021,8.7,مليون دولار
2022,2.2,مليون دولار
