Item,Amount,Value
بودره بولي ايثلين P.E.T,1.7,مليون دولار
أحجار طبيعيه للمبانى مصقوله,107.9,ألف دولار
بيكربونات كالسيوم,75.0,ألف دولار
غساله لاتزيد عن 10 كجم منزليه (1/2 اتوماتيك),71.5,ألف دولار
استياتيت طبيعى مجروش او مطحون,46.0,ألف دولار
نباتات طبيه أخرى,37.5,ألف دولار
ورق صحى( تواليت) بكر/ تشيو بكر / ورق خفيف,26.9,ألف دولار
عجائن اخرى غير محتويه على بيض,16.9,ألف دولار
أحجار طبيعيه للمبانى مشقوقه,10.9,ألف دولار
شحوم من أبقار أو جاموس مجمده,7.4,ألف دولار
