Year,Export Amount,Export Value
2012,2.8,مليون دولار
2013,33.9,مليون دولار
2014,3.2,مليون دولار
2015,4.7,مليون دولار
2016,2.5,مليون دولار
2017,3.6,مليون دولار
2018,3.7,مليون دولار
2019,2.2,مليون دولار
2020,5.9,مليون دولار
2021,15.1,مليون دولار
2022,24.1,مليون دولار
