Year,Export Amount,Export Value
2012,380.3,مليون دولار
2013,283.4,مليون دولار
2014,392.4,مليون دولار
2015,252.8,مليون دولار
2016,326.6,مليون دولار
2017,376.5,مليون دولار
2018,365.1,مليون دولار
2019,487.2,مليون دولار
2020,459.5,مليون دولار
2021,665.4,مليون دولار
2022,268.8,مليون دولار
