Year,Export Amount,Export Value
2012,1.1,مليون دولار
2013,920.7,ألف دولار
2014,77.8,ألف دولار
2015,184.9,ألف دولار
2016,313.5,ألف دولار
2017,441.5,ألف دولار
2018,68.9,ألف دولار
2019,64.4,ألف دولار
2020,93.0,ألف دولار
2021,649.3,ألف دولار
2022,120.0,ألف دولار
