Year,Export Amount,Export Value
2012,720.6,ألف دولار
2013,993.4,ألف دولار
2014,868.1,ألف دولار
2015,819.4,ألف دولار
2016,260.8,ألف دولار
2017,462.6,ألف دولار
2018,527.5,ألف دولار
2019,6.8,مليون دولار
2020,4.7,مليون دولار
2021,1.2,مليون دولار
2022,451.1,ألف دولار
