Year,Export Amount,Export Value
2012,46.8,ألف دولار
2013,94.4,ألف دولار
2014,0.0,
2015,0.0,
2016,0.0,
2017,64.9,ألف دولار
2018,1.7,مليون دولار
2019,265.6,ألف دولار
2020,375.4,ألف دولار
2021,426.0,ألف دولار
2022,4.0,ألف دولار
