Year,Export Amount,Export Value
2012,197.5,مليون دولار
2013,162.5,مليون دولار
2014,191.5,مليون دولار
2015,134.4,مليون دولار
2016,158.4,مليون دولار
2017,225.3,مليون دولار
2018,205.8,مليون دولار
2019,619.6,مليون دولار
2020,653.1,مليون دولار
2021,1.6,مليار دولار
2022,199.7,مليون دولار
