Year,Export Amount,Export Value
2012,5.5,مليون دولار
2013,4.9,مليون دولار
2014,4.9,مليون دولار
2015,6.2,مليون دولار
2016,2.3,مليون دولار
2017,3.7,مليون دولار
2018,3.3,مليون دولار
2019,7.4,مليون دولار
2020,7.3,مليون دولار
2021,5.8,مليون دولار
2022,478.6,ألف دولار
