Year,Export Amount,Export Value
2012,153.4,مليون دولار
2013,132.5,مليون دولار
2014,140.0,مليون دولار
2015,128.3,مليون دولار
2016,122.1,مليون دولار
2017,136.4,مليون دولار
2018,120.4,مليون دولار
2019,212.0,مليون دولار
2020,233.9,مليون دولار
2021,377.4,مليون دولار
2022,30.4,مليون دولار
