Year,Export Amount,Export Value
2012,11.4,مليون دولار
2013,8.3,مليون دولار
2014,13.9,مليون دولار
2015,12.6,مليون دولار
2016,16.0,مليون دولار
2017,13.3,مليون دولار
2018,17.7,مليون دولار
2019,11.1,مليون دولار
2020,16.1,مليون دولار
2021,25.1,مليون دولار
2022,3.0,مليون دولار
