Year,Export Amount,Export Value
2012,41.2,مليون دولار
2013,48.5,مليون دولار
2014,43.0,مليون دولار
2015,58.8,مليون دولار
2016,58.2,مليون دولار
2017,64.3,مليون دولار
2018,53.6,مليون دولار
2019,59.6,مليون دولار
2020,136.1,مليون دولار
2021,351.1,مليون دولار
2022,13.1,مليون دولار
