Year,Export Amount,Export Value
2012,86.8,مليون دولار
2013,115.3,مليون دولار
2014,77.6,مليون دولار
2015,75.6,مليون دولار
2016,64.6,مليون دولار
2017,85.9,مليون دولار
2018,74.7,مليون دولار
2019,77.1,مليون دولار
2020,68.0,مليون دولار
2021,122.6,مليون دولار
2022,19.3,مليون دولار
