Year,Export Amount,Export Value
2012,57.1,مليون دولار
2013,55.2,مليون دولار
2014,44.9,مليون دولار
2015,46.5,مليون دولار
2016,61.4,مليون دولار
2017,103.0,مليون دولار
2018,90.6,مليون دولار
2019,16.4,مليون دولار
2020,48.4,مليون دولار
2021,101.0,مليون دولار
2022,11.2,مليون دولار
