Year,Export Amount,Export Value
2012,380.9,مليون دولار
2013,281.7,مليون دولار
2014,312.0,مليون دولار
2015,281.3,مليون دولار
2016,290.1,مليون دولار
2017,276.5,مليون دولار
2018,404.8,مليون دولار
2019,1.2,مليار دولار
2020,1.3,مليار دولار
2021,2.4,مليار دولار
2022,397.7,مليون دولار
