Year,Export Amount,Export Value
2012,46.2,مليون دولار
2013,13.0,مليون دولار
2014,23.4,مليون دولار
2015,35.6,مليون دولار
2016,61.8,مليون دولار
2017,98.3,مليون دولار
2018,11.4,مليون دولار
2019,74.3,مليون دولار
2020,24.9,مليون دولار
2021,38.2,مليون دولار
2022,115.2,مليون دولار
