Year,Export Amount,Export Value
2012,21.2,مليون دولار
2013,27.0,مليون دولار
2014,44.4,مليون دولار
2015,27.5,مليون دولار
2016,31.8,مليون دولار
2017,35.8,مليون دولار
2018,32.4,مليون دولار
2019,35.6,مليون دولار
2020,44.3,مليون دولار
2021,62.8,مليون دولار
2022,19.1,مليون دولار
