Year,Export Amount,Export Value
2012,0.0,
2013,4.2,ألف دولار
2014,0.0,
2015,0.0,
2016,15.7,ألف دولار
2017,14.0,ألف دولار
2018,0.0,
2019,16.6,ألف دولار
2020,0.0,
2021,0.0,
2022,14.5,ألف دولار
