Year,Export Amount,Export Value
2012,818.6,مليون دولار
2013,706.5,مليون دولار
2014,624.1,مليون دولار
2015,424.5,مليون دولار
2016,755.0,مليون دولار
2017,660.9,مليون دولار
2018,490.5,مليون دولار
2019,397.6,مليون دولار
2020,294.0,مليون دولار
2021,347.3,مليون دولار
2022,68.7,مليون دولار
