Year,Export Amount,Export Value
2012,7.5,مليون دولار
2013,3.0,مليون دولار
2014,2.8,مليون دولار
2015,2.1,مليون دولار
2016,1.4,مليون دولار
2017,1.2,مليون دولار
2018,1.6,مليون دولار
2019,2.8,مليون دولار
2020,2.9,مليون دولار
2021,3.5,مليون دولار
2022,421.7,ألف دولار
