Year,Export Amount,Export Value
2012,850.3,مليون دولار
2013,895.1,مليون دولار
2014,857.2,مليون دولار
2015,777.9,مليون دولار
2016,832.1,مليون دولار
2017,939.6,مليون دولار
2018,0.0,
2019,1.2,مليار دولار
2020,758.1,مليون دولار
2021,1.1,مليار دولار
2022,156.4,مليون دولار
