Year,Export Amount,Export Value
2012,61.7,مليون دولار
2013,24.9,مليون دولار
2014,22.4,مليون دولار
2015,24.3,مليون دولار
2016,23.0,مليون دولار
2017,41.0,مليون دولار
2018,35.6,مليون دولار
2019,29.0,مليون دولار
2020,232.2,مليون دولار
2021,137.7,مليون دولار
2022,5.0,مليون دولار
