Year,Export Amount,Export Value
2012,8.0,مليون دولار
2013,7.8,مليون دولار
2014,10.4,مليون دولار
2015,12.1,مليون دولار
2016,16.6,مليون دولار
2017,30.8,مليون دولار
2018,12.7,مليون دولار
2019,449.4,ألف دولار
2020,738.3,ألف دولار
2021,920.0,ألف دولار
2022,254.8,ألف دولار
