Year,Export Amount,Export Value
2012,37.3,مليون دولار
2013,39.9,مليون دولار
2014,36.4,مليون دولار
2015,30.5,مليون دولار
2016,47.5,مليون دولار
2017,37.8,مليون دولار
2018,32.9,مليون دولار
2019,54.6,مليون دولار
2020,64.3,مليون دولار
2021,69.2,مليون دولار
2022,15.9,مليون دولار
