Year,Export Amount,Export Value
2012,1.8,مليون دولار
2013,6.8,مليون دولار
2014,13.3,مليون دولار
2015,15.9,مليون دولار
2016,8.6,مليون دولار
2017,16.3,مليون دولار
2018,6.2,مليون دولار
2019,5.8,مليون دولار
2020,4.4,مليون دولار
2021,7.8,مليون دولار
2022,1.7,مليون دولار
