Year,Export Amount,Export Value
2012,802.8,مليون دولار
2013,833.0,مليون دولار
2014,698.3,مليون دولار
2015,399.0,مليون دولار
2016,473.8,مليون دولار
2017,730.4,مليون دولار
2018,623.7,مليون دولار
2019,614.8,مليون دولار
2020,530.9,مليون دولار
2021,975.9,مليون دولار
2022,256.0,مليون دولار
