Year,Export Amount,Export Value
2012,19.3,مليون دولار
2013,20.0,مليون دولار
2014,15.3,مليون دولار
2015,11.6,مليون دولار
2016,10.4,مليون دولار
2017,21.7,مليون دولار
2018,25.2,مليون دولار
2019,17.7,مليون دولار
2020,15.5,مليون دولار
2021,18.2,مليون دولار
2022,3.7,مليون دولار
