Year,Export Amount,Export Value
2012,39.1,مليون دولار
2013,21.0,مليون دولار
2014,22.0,مليون دولار
2015,24.1,مليون دولار
2016,30.2,مليون دولار
2017,40.5,مليون دولار
2018,31.5,مليون دولار
2019,44.6,مليون دولار
2020,64.6,مليون دولار
2021,86.6,مليون دولار
2022,5.2,مليون دولار
