Year,Export Amount,Export Value
2012,6.9,مليون دولار
2013,6.4,مليون دولار
2014,7.8,مليون دولار
2015,8.5,مليون دولار
2016,5.4,مليون دولار
2017,6.3,مليون دولار
2018,3.0,مليون دولار
2019,4.7,مليون دولار
2020,6.6,مليون دولار
2021,7.6,مليون دولار
2022,1.2,مليون دولار
