Year,Export Amount,Export Value
2012,31.5,مليون دولار
2013,27.2,مليون دولار
2014,40.6,مليون دولار
2015,54.6,مليون دولار
2016,53.7,مليون دولار
2017,93.1,مليون دولار
2018,79.7,مليون دولار
2019,68.8,مليون دولار
2020,59.2,مليون دولار
2021,65.1,مليون دولار
2022,6.2,مليون دولار
