Year,Export Amount,Export Value
2012,277.6,ألف دولار
2013,507.6,ألف دولار
2014,1.3,مليون دولار
2015,373.5,ألف دولار
2016,395.8,ألف دولار
2017,1.9,مليون دولار
2018,450.9,ألف دولار
2019,521.6,ألف دولار
2020,155.3,ألف دولار
2021,3.0,مليون دولار
2022,810.8,ألف دولار
