Year,Export Amount,Export Value
2012,12.5,مليون دولار
2013,13.4,مليون دولار
2014,18.5,مليون دولار
2015,13.1,مليون دولار
2016,9.9,مليون دولار
2017,23.7,مليون دولار
2018,21.6,مليون دولار
2019,27.5,مليون دولار
2020,20.1,مليون دولار
2021,32.2,مليون دولار
2022,7.5,مليون دولار
