Year,Export Amount,Export Value
2012,8.6,مليون دولار
2013,10.9,مليون دولار
2014,19.5,مليون دولار
2015,19.4,مليون دولار
2016,28.1,مليون دولار
2017,154.1,مليون دولار
2018,135.0,مليون دولار
2019,132.1,مليون دولار
2020,126.0,مليون دولار
2021,94.7,مليون دولار
2022,11.4,مليون دولار
