Year,Export Amount,Export Value
2012,344.5,ألف دولار
2013,403.7,ألف دولار
2014,530.0,ألف دولار
2015,433.7,ألف دولار
2016,728.8,ألف دولار
2017,779.1,ألف دولار
2018,717.3,ألف دولار
2019,1.4,مليون دولار
2020,1.5,مليون دولار
2021,1.7,مليون دولار
2022,128.4,ألف دولار
