Year,Export Amount,Export Value
2012,1.2,مليون دولار
2013,1.9,مليون دولار
2014,1.7,مليون دولار
2015,1.1,مليون دولار
2016,1.4,مليون دولار
2017,7.4,مليون دولار
2018,4.9,مليون دولار
2019,4.5,مليون دولار
2020,5.7,مليون دولار
2021,13.5,مليون دولار
2022,554.7,ألف دولار
