Year,Export Amount,Export Value
2012,0.0,
2013,0.0,ألف دولار
2014,0.0,
2015,0.0,
2016,0.0,
2017,0.0,
2018,0.0,
2019,27.2,ألف دولار
2020,0.0,
2021,2.4,ألف دولار
2022,12.0,ألف دولار
