Year,Export Amount,Export Value
2012,82.9,مليون دولار
2013,71.0,مليون دولار
2014,52.6,مليون دولار
2015,61.6,مليون دولار
2016,72.6,مليون دولار
2017,75.8,مليون دولار
2018,100.0,مليون دولار
2019,59.8,مليون دولار
2020,78.3,مليون دولار
2021,144.7,مليون دولار
2022,32.8,مليون دولار
