Year,Export Amount,Export Value
2012,0.0,
2013,0.0,
2014,0.0,
2015,0.0,
2016,0.0,
2017,5.2,مليون دولار
2018,5.1,مليون دولار
2019,5.6,مليون دولار
2020,7.4,مليون دولار
2021,9.1,مليون دولار
2022,1.1,مليون دولار
