Year,Export Amount,Export Value
2012,92.1,مليون دولار
2013,98.7,مليون دولار
2014,103.6,مليون دولار
2015,90.6,مليون دولار
2016,80.7,مليون دولار
2017,110.8,مليون دولار
2018,124.1,مليون دولار
2019,108.2,مليون دولار
2020,102.9,مليون دولار
2021,144.9,مليون دولار
2022,20.0,مليون دولار
