Year,Export Amount,Export Value
2012,18.4,مليون دولار
2013,28.7,مليون دولار
2014,23.0,مليون دولار
2015,40.8,مليون دولار
2016,70.9,مليون دولار
2017,50.1,مليون دولار
2018,34.3,مليون دولار
2019,74.9,مليون دولار
2020,119.5,مليون دولار
2021,567.4,مليون دولار
2022,4.0,مليون دولار
