Year,Export Amount,Export Value
2012,98.4,مليون دولار
2013,103.3,مليون دولار
2014,130.4,مليون دولار
2015,140.8,مليون دولار
2016,143.8,مليون دولار
2017,177.0,مليون دولار
2018,185.2,مليون دولار
2019,188.6,مليون دولار
2020,161.1,مليون دولار
2021,157.4,مليون دولار
2022,34.2,مليون دولار
