Year,Export Amount,Export Value
2012,288.6,مليون دولار
2013,240.7,مليون دولار
2014,248.1,مليون دولار
2015,241.8,مليون دولار
2016,265.1,مليون دولار
2017,319.8,مليون دولار
2018,329.4,مليون دولار
2019,333.7,مليون دولار
2020,356.7,مليون دولار
2021,361.8,مليون دولار
2022,60.6,مليون دولار
