Year,Export Amount,Export Value
2012,24.0,مليون دولار
2013,28.7,مليون دولار
2014,39.5,مليون دولار
2015,33.6,مليون دولار
2016,12.7,مليون دولار
2017,30.8,مليون دولار
2018,17.1,مليون دولار
2019,15.8,مليون دولار
2020,11.7,مليون دولار
2021,18.4,مليون دولار
2022,3.5,مليون دولار
