Year,Export Amount,Export Value
2012,18.3,مليون دولار
2013,17.0,مليون دولار
2014,15.2,مليون دولار
2015,15.7,مليون دولار
2016,15.1,مليون دولار
2017,23.3,مليون دولار
2018,24.0,مليون دولار
2019,25.3,مليون دولار
2020,18.5,مليون دولار
2021,34.8,مليون دولار
2022,4.2,مليون دولار
