Year,Export Amount,Export Value
2012,78.2,مليون دولار
2013,96.3,مليون دولار
2014,112.3,مليون دولار
2015,117.1,مليون دولار
2016,91.3,مليون دولار
2017,122.1,مليون دولار
2018,91.0,مليون دولار
2019,56.8,مليون دولار
2020,54.7,مليون دولار
2021,152.2,مليون دولار
2022,38.3,مليون دولار
