Year,Export Amount,Export Value
2012,45.6,مليون دولار
2013,19.9,مليون دولار
2014,32.1,مليون دولار
2015,14.4,مليون دولار
2016,12.8,مليون دولار
2017,14.6,مليون دولار
2018,12.4,مليون دولار
2019,9.4,مليون دولار
2020,8.1,مليون دولار
2021,10.8,مليون دولار
2022,1.6,مليون دولار
