Year,Export Amount,Export Value
2012,4.9,مليون دولار
2013,5.4,مليون دولار
2014,4.0,مليون دولار
2015,3.3,مليون دولار
2016,4.2,مليون دولار
2017,6.5,مليون دولار
2018,7.9,مليون دولار
2019,5.0,مليون دولار
2020,6.4,مليون دولار
2021,21.5,مليون دولار
2022,2.8,مليون دولار
