Year,Export Amount,Export Value
2012,7.6,مليون دولار
2013,7.7,مليون دولار
2014,11.8,مليون دولار
2015,14.6,مليون دولار
2016,7.8,مليون دولار
2017,12.2,مليون دولار
2018,5.2,مليون دولار
2019,6.3,مليون دولار
2020,8.9,مليون دولار
2021,17.4,مليون دولار
2022,3.8,مليون دولار
