Year,Export Amount,Export Value
2012,163.8,مليون دولار
2013,98.9,مليون دولار
2014,76.5,مليون دولار
2015,76.1,مليون دولار
2016,66.3,مليون دولار
2017,106.6,مليون دولار
2018,98.0,مليون دولار
2019,96.4,مليون دولار
2020,102.8,مليون دولار
2021,124.9,مليون دولار
2022,24.5,مليون دولار
