Year,Export Amount,Export Value
2012,15.6,مليون دولار
2013,13.1,مليون دولار
2014,18.2,مليون دولار
2015,15.0,مليون دولار
2016,12.2,مليون دولار
2017,11.1,مليون دولار
2018,18.5,مليون دولار
2019,15.7,مليون دولار
2020,12.7,مليون دولار
2021,15.4,مليون دولار
2022,4.5,مليون دولار
