Year,Export Amount,Export Value
2012,54.7,مليون دولار
2013,84.2,مليون دولار
2014,97.4,مليون دولار
2015,118.3,مليون دولار
2016,117.7,مليون دولار
2017,135.2,مليون دولار
2018,154.6,مليون دولار
2019,135.3,مليون دولار
2020,88.2,مليون دولار
2021,103.7,مليون دولار
2022,14.9,مليون دولار
