Year,Export Amount,Export Value
2012,344.8,مليون دولار
2013,105.6,مليون دولار
2014,35.8,مليون دولار
2015,31.1,مليون دولار
2016,432.8,مليون دولار
2017,428.8,مليون دولار
2018,108.9,مليون دولار
2019,24.1,مليون دولار
2020,133.2,مليون دولار
2021,28.9,مليون دولار
2022,3.0,مليون دولار
