Year,Export Amount,Export Value
2012,342.1,مليون دولار
2013,381.6,مليون دولار
2014,293.9,مليون دولار
2015,237.4,مليون دولار
2016,249.3,مليون دولار
2017,379.8,مليون دولار
2018,325.6,مليون دولار
2019,345.5,مليون دولار
2020,253.0,مليون دولار
2021,418.7,مليون دولار
2022,151.7,مليون دولار
