Item,Amount,Value
بولى اثيلين ذات ثقل نوعى 94ر او يزيد,350.6,ألف دولار
غيرها من الياف زجاجيه (بما فيها الصوف الزجاجى) واصناف منها,217.4,ألف دولار
مساحيق محضره للخبيز (بيكنج بودر),211.6,ألف دولار
سلك اسوار,202.3,ألف دولار
,82.5,ألف دولار
اجهزة كهربائيه للتسخين الفورى للمياه ومقاومات تسخين كهربائيه (سخانات مغموره بداخل الغسالات),79.0,ألف دولار
بودرة صلب,69.9,ألف دولار
برتقال طازج أو مجفف,28.3,ألف دولار
