Year,Export Amount,Export Value
2012,306.9,ألف دولار
2013,270.7,ألف دولار
2014,211.2,ألف دولار
2015,41.1,ألف دولار
2016,50.0,ألف دولار
2017,0.0,
2018,60.4,ألف دولار
2019,27.7,ألف دولار
2020,22.1,ألف دولار
2021,15.4,ألف دولار
2022,23.7,ألف دولار
