Year,Export Amount,Export Value
2012,24.6,مليون دولار
2013,6.7,مليون دولار
2014,4.0,مليون دولار
2015,3.3,مليون دولار
2016,6.9,مليون دولار
2017,33.8,مليون دولار
2018,34.1,مليون دولار
2019,10.6,مليون دولار
2020,6.2,مليون دولار
2021,8.7,مليون دولار
2022,495.0,ألف دولار
