Year,Export Amount,Export Value
2012,375.6,مليون دولار
2013,489.6,مليون دولار
2014,572.6,مليون دولار
2015,459.7,مليون دولار
2016,471.0,مليون دولار
2017,545.5,مليون دولار
2018,632.0,مليون دولار
2019,559.5,مليون دولار
2020,483.5,مليون دولار
2021,556.3,مليون دولار
2022,96.3,مليون دولار
