Year,Export Amount,Export Value
2012,48.6,مليون دولار
2013,32.9,مليون دولار
2014,26.1,مليون دولار
2015,24.2,مليون دولار
2016,23.1,مليون دولار
2017,215.8,مليون دولار
2018,964.9,مليون دولار
2019,246.8,مليون دولار
2020,50.8,مليون دولار
2021,61.9,مليون دولار
2022,19.0,مليون دولار
