Year,Export Amount,Export Value
2012,12.9,مليون دولار
2013,6.8,مليون دولار
2014,12.8,مليون دولار
2015,5.3,مليون دولار
2016,3.9,مليون دولار
2017,43.1,مليون دولار
2018,47.9,مليون دولار
2019,67.5,مليون دولار
2020,65.6,مليون دولار
2021,65.5,مليون دولار
2022,22.3,مليون دولار
